"OBJECTID","DCRAINTERNALNUMBER","ISSUE_DATE","PERMIT_ID","PERMIT_TYPE_NAME","PERMIT_SUBTYPE_NAME","PERMIT_CATEGORY_NAME","APPLICATION_STATUS_NAME","FULL_ADDRESS","DESC_OF_WORK","SSL","ZONING","PERMIT_APPLICANT","FEE_TYPE","FEES_PAID","OWNER_NAME","LASTMODIFIEDDATE","CITY","STATE","LATITUDE","LONGITUDE","XCOORD","YCOORD","ZIPCODE","MARADDRESSREPOSITORYID","DCSTATADDRESSKEY","DCSTATLOCATIONKEY","WARD","ANC","SMD","DISTRICT","PSA","NEIGHBORHOODCLUSTER","HOTSPOT2006NAME","HOTSPOT2005NAME","HOTSPOT2004NAME","BUSINESSIMPROVEMENTDISTRICT","YEAR"
226460,"111308915","2014-03-27T00:00:00.000Z","B1308915","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3350 9TH ST NE","CONSTRUCTION OF NEW 16,000 SQUARE FOOT 3-STORY OFFICE BUILDING.  THE STRUCTURE IS DESIGNED WITH OPEN OFFICE SPACE ON THE 1ST AND 2ND FLOORS WITH TWO PUBLIC RESTROOMS ON EACH OF THOSE FLOORS.   THERE WILL BE A PARKING GARAGE ON THE GROUND LEVEL AND A ROOF TERRACE WITH TRELLISES THAT WILL BE ACCESSIBLE TO ALL TENANTS.","3831    0038",NA,"REUBEN  INTERANGLENCE GROUP LLC","2888.96 (ALTREPAIR);5833.13 (FILINGFEE);4.58 (GRNEFEE)","8727","INTRANGIENCE GROUP, LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.931277,-76.993752,400541.76,140377.32,"20017",310972,474867,408701,"5","5A","5A07","FIFTH","504","21","NONE","NONE","NONE","NONE",2014
226463,"111309151","2014-07-24T00:00:00.000Z","B1309151","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1700 COLUMBIA RD NW","NEW SIX STORY 80 UNIT RESIDENTIAL BUILDING, WITH RETAIL ON FIRST FLOOR, AND ONE LEVEL OF BELOW GRADE PARKING.","2565    0052",NA,"KIM MITCHELL  CDKM CONSULTING","20000.00 (FILINGFEE);4310.13 (AREFEEMAN);731.28 (GREENBLDG);22370.00 (ARPFEEEMANU)","47411","ONTARIO RESIDENTIAL LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.9245,-77.039381,396585.14,139625.7,"20009",284066,122905,122905,"1","1C","1C06","THIRD","303","1","NONE","NONE","NONE","ADAMS MORGAN BID",2014
226465,"111204438","2014-10-21T00:00:00.000Z","B1204438","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1331 D ST SE","NEW SINGLE FAMILY DWELLING ON AN ALLEY LOT, 3 STORIES PLUS BASEMENT. BZA RELIEF GRANTED #18234","1042    0813","R-4","TASHARIA  OUTLAW","89.01 (NEWEFEE);567.60 (FILINGFEE);322.50 (NEW1);6.60 (NEW2);0.66 (GRNEFEE)","986","MADELINE DIEHL","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.883883,-76.986992,401128.65,135116.22,"20003",67026,41821,41821,"6","6B","6B06","FIRST","108","26","NONE","NONE","NONE","NONE",2014
226514,"111307538","2014-03-24T00:00:00.000Z","B1307538","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","88 M ST NE","CONSTRUCTION OF A NEW 12 STORY COMMERCIAL OFFICE BUILDING AND 3 LEVEL BELOW GRADE PARKING STRUCTURE.  EXISTING USE IS PARKING LOT.","0672    0855",NA,"DAVID FONTANA /  MCKEEVER SERVICES CORP.","12060.38 (NEWEFEE);20000.00 (FILINGFEE);865.92 (NEW2);120603.75 (NEW1);86.59 (GRNEFEE);2000.00 (NEWEFEE3)","155617","SCD CAPITOL PLAZA, LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.905878,-77.006735,399415.8,137557.86,"20002",310705,474234,408269,"6","6C","6C04","FIFTH","506","25","NONE","NONE","NONE","NOMA BID",2014
226516,"111307750","2014-12-23T00:00:00.000Z","B1307750","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","600 M ST SW","CONSTRUCTION OF NEW 5 STORY RESIDENTIAL BUILDING 116,000 GSF TOTAL [105,000 ABOVE GRADE, 1,000 BELOW GRADE] WITH 108 RESIDENTIAL UNITS AND, 1 STORY BELOW GRADE PARKING SOME PARKING LOCATED AT GRADE WITHIN THE STRUCTURE WITH TOTAL OF 90 SPACES ON PARCEL 11B, AS PER PUD # 11-03A(4)","0473    0083","R-5-B","FVI 2020","60.00 (NEW2);540.00 (NEWEFEE);5400.00 (NEW1);6.00 (GRNEFEE);5400.00 (FILINGFEE);41497.90 (FILINGFEE);540.00 (NEWEFEE3)","53984","THE VESTRY OF ST. AUGUSTINES PARISH","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.876061,-77.020264,398241.61,134248.03,"20024",276679,118788,118788,"6","6D","6D04","FIRST","105","9","NONE","NONE","NONE","NONE",2014
226517,"111307786","2014-01-07T00:00:00.000Z","B1307786","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","4455 CONNECTICUT AVE NW","NEW CONSTRUCTION OF A MIXED USE BUILDING TO INCLUDE 271 RESIDENTIAL UNITS, 10,000 SQUARE FEET OF RETAIL AND RESTAURANT AND 225 PARKING SPACES BELOW GRADE.  THE PROPERTY WILL INCLUDE A SIDEWALK CAFE, LARGE CLUB ROOM, FITNESS CENTER, NORTH AND SOUTH LOBBIES, WI-FI LOUNGE, ROOFTOP POOL AND ROOF TERRACE.  THE PROPERTY WILL ACHIEVE A LEED CERTIFICATION UPON COMPLETION.","2046    0003","C-3-A","JOPATRIC  LOVE - AMERICODE","163150.00 (NEW1);16340.00 (NEWEFEE);2000.00 (NEWEFEE3);250.00 (ZONEINCLUS);20000.00 (FILINGFEE);122.10 (GRNEFEE);1221.00 (NEW2)","203083","SAUL SUBSIDIARY II LP","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.946951,-77.064589,394400.98,142119.25,"20008",284922,123478,123478,"3","3F","3F03","SECOND","203","12","NONE","NONE","NONE","NONE",2014
226519,"111307892","2014-12-04T00:00:00.000Z","B1307892","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5028 B ST SE","NEW 3 STORY SINGLE FAMILY RESIDENTIAL ROW DWELLING, PLUMBING, ELECTRICAL, MECHANICAL  DUCT WORK AND FENCE AS PER PLAN.","5326    0043",NA,"TAHER  KHATIB","4.80 (GREENBLDG);0.48 (AAREFEEGRN);414.00 (ALTREPAIR);41.40 (NEWEFEE);41.40 (AREFEEMAN);414.00 (FILINGFEE)","916","LAILA  RAHMAN","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.886685,-76.929146,406147.28,135429.6,"20019",310895,474664,408553,"7","7E","7E05","SIXTH","604","33","NONE","NONE","NONE","NONE",2014
226599,"111303911","2014-07-16T00:00:00.000Z","B1303911","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","7053 SPRING PL NW","NEW CONSTRUCTION OF A MIXED INCOME AFFORDABLE MULTIFAMILY 5 STORY RENTAL APARTMENT BUILDING.  THE PROJECT IS FINANCED BY DCHFA AND FEATURES COMMUNITY SPACES, GREEN ROOFS, AND ADDITIONAL AMENITIES.  THIS APPLICATION IS APART OF A TWO BUILDING PROJECT, FILED CONCURRENTLY UNDER 7051 SPRING PLACE NW","3185    0822",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","154.00 (NEW2);1131.90 (NEWEFEE3);8833.88 (NEW1);3395.70 (ARPFEEEMANU);11319.00 (FILINGFEE);15.40 (GRNEFEE);250.00 (ZONEINCLUS)","25100","TAKOMA SPRING PLACE LP  C/O AHD DEVELOPMENT","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.976281,-77.019093,398345.55,145373.28,"20012",285375,123886,123886,"4","4B","4B01","FOURTH","401","17","NONE","NONE","NONE","NONE",2014
226600,"111309434","2014-07-16T00:00:00.000Z","B1309434","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","4529 MACARTHUR BLVD NW","A NEW 4-UNIT 3-STORY & CELLAR/BASEMENT RESIDENTIAL CONDOMINIUM  BUILDING - INCLUDING THREE ABOVE GRADE UNITS AND ONE CELLAR/BASEMENT UNIT PER BZA # 18553 - SPECIAL EXCEPTION GRANTED ON 10/10/2013 SUBJECT TO EXHIBIT 10 - PLANS, AS AMENDED BY EXHIBIT 39 - REVISED PLANS & 2 CONDITIONS: 1. MAX. HEIGHT 36 & ELIMINATION EXIST. CURB CUT ON Q ST. - 2. INSTALL & MAINTAIN ADDITIONAL LANDSCAPING ON THIS SUBJECT PROPERTY INCLUDING ADDITIONAL PLANTINGS OF TREES & SHRUBS ON THE EAST & IN THE REAR YARD SUFFICIENT SCREENING OF THIS APARTMENT HOUSE.","1363    0954","R-5-A","CITADEL FIRM","1.17 (GRNEFEE);105.30 (NEWEFEE3);1053.00 (NEW1);11.70 (NEW2);627.77 (ARPFEEEMANU);105.30 (NEWEFEE);1053.00 (FILINGFEE)","2957","HASSAN/CHARLES","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.90905,-77.08599,392541.87,137913.45,"20007",271353,114195,114195,"3","3D","3D09","SECOND","205","13","NONE","NONE","NONE","NONE",2014
226602,"111309712","2014-07-16T00:00:00.000Z","B1309712","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","411 RIDGE ST NW","BUILDING 2 FAMILY FLAT","0513    0871",NA,"TITO CONSTRUCTI  COMPANY, LLC","49.92 (NEWEFEE3);499.20 (FILINGFEE);778.73 (ARPFEEEMANU)","1328","TITO CONSTRUCTION  COMPANY, LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.90663,-77.016711,398550.52,137641.47,"20001",310459,472538,406755,"6","2C","2C04","THIRD","308","7","NONE","NONE","NONE","NONE",2014
226603,"111309785","2014-09-22T00:00:00.000Z","B1309785","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5245 KARL PL NE","NEW CONSTRUCTION OF SINGLE FAMILY DWELLING","5205    0010",NA,"AMANDA BARLEY","0.61 (GRNEFEE);52.02 (NEWEFEE);0.20 (GBEHANMANU);5.23 (AREFEEMAN);52.02 (ADDITION);52.02 (NEWEFEE3);6.12 (NEW2);53.23 (ALTREPAIR);520.20 (NEW1);0.09 (ARFILEEFEE);1.98 (GREENBLDG);520.20 (FILINGFEE)","1264","FAKEWW INVESTMENT","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.901926,-76.923339,406649.67,137121.94,"20019",309618,271819,272006,"7","7C","7C06","SIXTH","608","31","NONE","NONE","NONE","NONE",2014
226604,"111309841","2014-07-07T00:00:00.000Z","B1309841","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3252 O ST SE","NEW CONSTRUCTION OF A SINGLE FAMILY RESIDENTIAL DETACHED DWELLING. ELECTRICAL, PLUMBING, MECHANICAL DUCT WORK AND FENCE AS PER PLANS.","5542S   0051",NA,"MOHAMMAD  TAHER - DISTRICT PROPERTIES","648.43 (FILINGFEE);592.11 (NEW1);64.84 (NEWEFEE3);0.62 (GRNEFEE);59.21 (NEWEFEE);6.18 (NEW2)","1436","DISTRICT PROPERTIES","2016-01-21T08:10:08.000Z","WASHINGTON","DC",38.870108,-76.958356,403613.88,133587.86,"20020",311035,475028,408818,"7","7B","7B04","SIXTH","605","34","NONE","NONE","NONE","NONE",2014
226605,"111309850","2014-05-09T00:00:00.000Z","B1309850","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","926 N ST NW","NEW CONSTRUCTION OF A 4 STORY 15 UNIT APARTMENT BUILDING WITH LEASABLE RETAIL AT GROUND FLOOR","0368    0883",NA,"ERIN  WASKOM, SUZANE REATIG ARCHITECTURE","1189.40 (AREFEEMAN);5915.03 (FILINGFEE);6.31 (GRNEFEE);44.00 (GREENBLDG);25.00 (AREFEEMAN);5928.66 (ARPFEEEMANU);250.00 (ZONEINCLUS)","13633","UNITED HOUSE OF PRAYER FOR ALL PEOPLE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.906955,-77.025183,397815.71,137677.63,"20001",239789,82741,82741,"2","2F","2F06","THIRD","307","7","NONE","NONE","NONE","NONE",2014
226691,"111210959","2014-02-21T00:00:00.000Z","B1210959","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5310 BASS PL SE","NEW CONSTRUCTION- TOWN HOUSE","0000",NA,"OLUWOLE OKE; BELLO BELLO AND ASSOCIATES","54.00 (NEWEFEE);540.00 (FILINGFEE);540.00 (NEW1);54.00 (ARFILEEFEE);8.80 (ALTREPAIR);54.00 (NEWEFEE3)","1251","OLUWOLE OKE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.885423,-76.925303,406480.8,135289.74,"20019",310454,472528,406750,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2014
226692,"111210961","2014-02-21T00:00:00.000Z","B1210961","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5312 BASS PL SE","NEW CONSTRUCTION- TOWN HOUSE","0000",NA,"OLUWOLE OKE; BELLO BELLO AND ASSOCIATES","540.00 (NEW1);54.00 (ARFILEEFEE);8.80 (ALTREPAIR);54.00 (NEWEFEE);54.00 (NEWEFEE3);540.00 (FILINGFEE)","1251","OLUWOLE OKE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.885415,-76.925229,406487.29,135288.95,"20019",310455,472530,406751,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2014
226693,"111210963","2014-02-21T00:00:00.000Z","B1210963","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5314 BASS PL SE","NEW CONSTRUCTION- TOWN HOUSE","0000",NA,"OLUWOLE OKE; BELLO BELLO AND ASSOCIATES","540.00 (FILINGFEE);54.00 (NEWEFEE);540.00 (NEW1);54.00 (ARFILEEFEE);8.80 (ALTREPAIR);54.00 (NEWEFEE3)","1251","OLUWOLE OKE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.885407,-76.925159,406493.31,135288,"20019",310456,472532,406752,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2014
226694,"111210965","2014-02-21T00:00:00.000Z","B1210965","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","5316 BASS PL SE","NEW CONSTRUCTION- TOWN HOUSE","0000",NA,"OLUWOLE OKE; BELLO BELLO AND ASSOCIATES","54.00 (NEWEFEE);540.00 (NEW1);8.80 (ALTREPAIR);540.00 (FILINGFEE);54.00 (NEWEFEE3)","1251","OLUWOLE OKE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.885399,-76.925093,406499.06,135287.1,"20019",310457,472534,406753,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2014
226741,"111404537","2014-03-10T00:00:00.000Z","B1404537","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1050 1ST ST NE","REVISION TO EXISTING PERMIT B1200250 TO REVISE THE PARKING SPACE COUNT FROM 220 TO 215 (164 SPACES REQUIRED PER CODE). PROVIDE STORAGE.","0674    0854",NA,"SENTINEL SQUARE II, L.L.C.",NA,"36","SENTINEL SQUARE II, L.L.C.","2015-06-03T07:00:43.000Z","WASHINGTON","DC",38.903435,-77.006221,399460.41,137286.59,"20002",310029,418548,359457,"6","6C","6C04","FIRST","103","25","NONE","NONE","NONE","NOMA BID",2014
226742,"111404713","2014-09-12T00:00:00.000Z","B1404713","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3411 MCKINLEY ST NW","NEW  2 STORY WITH PARTIAL CELLAR SINGLE FAMILY HOUSE INCLUDING ATTACHED SINGLE CAR GARAGE WITH STUDIO ABOVE. THE DEVELOPMENT IS A SITE PER SUB PENDING FINAL LOT NUMBER AND HOUSE ADDRESS ON MCKINLEY STREET NW.","1797    0080",NA,"HOWARD  GOLDSTEIN","412.50 (FILINGFEE);0.44 (GRNEFEE);4.40 (NEW2);41.25 (NEWEFEE);41.25 (NEWEFEE3);412.50 (NEW1);1.88 (ALTREPAIR)","914","HOWARD  GOLDSTEIN","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.965072,-77.068642,394051.15,144131.1,"20015",311728,477810,411076,"3","3G","3G05","SECOND","201","10","NONE","NONE","NONE","NONE",2014
226743,"111405041","2014-05-21T00:00:00.000Z","B1405041","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","410 RICHARDSON PL NW","REVISION TO PERMIT B1214832. NEW TWO FAMILY FLAT MODULAR HOME.","0507    0102",NA,"KENT  NATIRBOV","12.53 (NEW2);93.96 (NEWEFEE);93.96 (NEWEFEE3);1.25 (GRNEFEE);939.60 (FILINGFEE);939.60 (NEW1)","2081","RICHARDSON PLACE LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.913139,-77.016762,398546.23,138363.94,"20001",308125,457196,393218,"5","5C","5C01","FIFTH","501","21","NONE","NONE","NONE","NONE",2014
226744,"111405743","2014-04-01T00:00:00.000Z","B1405743","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2716 SHERIDAN RD SE","REVISION TO PERMIT B1309227 TO REMOVE STANDPIPE . THE STANDPIPE IS NOT REQUIRED SINCE THERE IS NO COMMON STAIR THAT LEADS TO THE LOWER LEVEL.  THE STAIR THAT CONNECTS THE LOWER LEVEL TO THE COURT BELONGS TO A UNIT. THE MAIN ENTRANCE TO THE BUILDING IS LOCATED ON THE UPPER SIDE WHERE THE FIRE DEPARTMENT VEHICLE ACCESS IS LOCATED AND THE FLOOR LEVEL OF THE HIGHEST STORY IS LESS THAN 30’ FROM THAT LEVEL.","5872    0994",NA,"SHERIDAN STATION SOUTH LP; WILLIAM C SMTH","100.00 (REVISION);10.00 (AREFEEMAN)","110","SHERIDAN STATION SOUTH LP","2015-12-03T08:14:05.000Z","WASHINGTON","DC",38.85644,-76.993213,400589.05,132069.86,"20020",311135,475322,409092,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2014
226745,"111405852","2014-07-23T00:00:00.000Z","B1405852","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","7409 16TH ST NW","NEW 2 STORY SINGLE FAMILY HOUSE WITH BASEMENT","2737    0032","R-1-B",NA,"971.04 (FILINGFEE);97.10 (NEWEFEE);7.62 (NEW2);0.76 (GRNEFEE);97.10 (NEWEFEE3);971.04 (NEW1);4.64 (ARPFEEEMANU)","2149","7409 16TH STREET LLC","2016-01-12T13:10:16.000Z",NA,NA,38.979808,-77.035913,396888.223,145765.281,NA,0,273045,273232,"4","4A","4A02","FOURTH","401","16","NONE","NONE","NONE","NONE",2014
225039,"111405736","2014-04-01T00:00:00.000Z","B1405736","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2656 SHERIDAN RD SE","REVISION TO PERMIT B1309249 TO REMOVE STANDPIPE . THE STANDPIPE IS NOT REQUIRED SINCE THERE IS NO COMMON STAIR THAT LEADS TO THE LOWER LEVEL.  THE STAIR THAT CONNECTS THE LOWER LEVEL TO THE COURT BELONGS TO A UNIT. THE MAIN ENTRANCE TO THE BUILDING IS LOCATED ON THE UPPER SIDE WHERE THE FIRE DEPARTMENT VEHICLE ACCESS IS LOCATED AND THE FLOOR LEVEL OF THE HIGHEST STORY IS LESS THAN 30’ FROM THAT LEVEL.","5872    0998",NA,"SHERIDAN STATION SOUTH LP; SARRA MOHAMED  WILLIAM C SMTH","10.00 (AREFEEMAN);100.00 (REVISION)","110","SHERIDAN STATION SOUTH LP","2015-12-03T08:14:03.000Z","WASHINGTON","DC",38.857552,-76.993143,400595.14,132193.32,"20020",311107,475396,409112,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2014
225793,"111400868","2014-11-25T00:00:00.000Z","B1400868","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2505 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1076",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (FILINGFEE);15.48 (NEWEFEE);1.54 (NEW2);15.48 (NEWEFEE3);154.75 (NEW1);0.15 (GRNEFEE)","342","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923426,-76.956434,403777.84,139506.71,"20018",311246,475786,409301,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225794,"111400869","2014-11-25T00:00:00.000Z","B1400869","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2507 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1075",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","0.15 (GRNEFEE);15.48 (NEWEFEE3);15.48 (NEWEFEE);1.54 (NEW2);154.75 (NEW1);154.75 (FILINGFEE)","342","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923456,-76.956393,403781.39,139510.05,"20018",311245,475580,409337,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225795,"111400870","2014-11-25T00:00:00.000Z","B1400870","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2509 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1074",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (FILINGFEE);1.54 (NEW2);15.48 (NEWEFEE3);15.48 (NEWEFEE);154.75 (NEW1);0.15 (GRNEFEE)","342","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.92349,-76.956354,403784.74,139513.82,"20018",311244,475688,409336,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225796,"111400871","2014-11-25T00:00:00.000Z","B1400871","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2511 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1073",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","1.54 (NEW2);0.15 (GRNEFEE);154.75 (NEW1);15.48 (NEWEFEE3);15.48 (NEWEFEE);154.75 (FILINGFEE)","342","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923517,-76.956306,403788.92,139516.74,"20018",311243,475592,409250,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225797,"111400872","2014-12-03T00:00:00.000Z","B1400872","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2513 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1072",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (FILINGFEE);15.48 (NEWEFEE3);1.54 (NEW2);15.48 (NEWEFEE);154.75 (NEW1);0.15 (GRNEFEE)","342","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923552,-76.956267,403792.36,139520.71,"20018",311242,475682,409196,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225798,"111400873","2014-11-25T00:00:00.000Z","B1400873","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2515 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1071",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","23.21 (NEWEFEE3);0.23 (GRNEFEE);232.13 (NEW1);23.21 (NEWEFEE);2.30 (NEW2);232.13 (FILINGFEE)","513","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923582,-76.95623,403795.5,139524.06,"20018",311241,475564,409335,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2014
225040,"111405738","2014-04-01T00:00:00.000Z","B1405738","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2640 SHERIDAN RD SE","REVISION TO PERMIT B1309234 TO REMOVE STANDPIPE . THE STANDPIPE IS NOT REQUIRED SINCE THERE IS NO COMMON STAIR THAT LEADS TO THE LOWER LEVEL.  THE STAIR THAT CONNECTS THE LOWER LEVEL TO THE COURT BELONGS TO A UNIT. THE MAIN ENTRANCE TO THE BUILDING IS LOCATED ON THE UPPER SIDE WHERE THE FIRE DEPARTMENT VEHICLE ACCESS IS LOCATED AND THE FLOOR LEVEL OF THE HIGHEST STORY IS LESS THAN 30’ FROM THAT LEVEL.","5872    0999",NA,"SHERIDAN STATION SOUTH LP; SARRA MOHAMED  WILLIAM C SMTH","9.00 (ALTREPAIR);100.00 (REVISION);1.00 (AREFEEMAN)","110","SHERIDAN STATION SOUTH LP","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.857703,-76.992797,400625.19,132210.04,"20020",311104,268684,268871,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2014
225041,"111405739","2014-04-01T00:00:00.000Z","B1405739","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2686 SHERIDAN RD SE","REVISION TO PERMIT B1308217 TO REMOVE STANDPIPE . THE STANDPIPE IS NOT REQUIRED SINCE THERE IS NO COMMON STAIR THAT LEADS TO THE LOWER LEVEL.  THE STAIR THAT CONNECTS THE LOWER LEVEL TO THE COURT BELONGS TO A UNIT. THE MAIN ENTRANCE TO THE BUILDING IS LOCATED ON THE UPPER SIDE WHERE THE FIRE DEPARTMENT VEHICLE ACCESS IS LOCATED AND THE FLOOR LEVEL OF THE HIGHEST STORY IS LESS THAN 30’ FROM THAT LEVEL.","5872    0996",NA,"SHERIDAN STATION SOUTH LP; SARRA MOHAMED  WILLIAM C SMTH","10.00 (AREFEEMAN);100.00 (REVISION)","110","SHERIDAN STATION SOUTH LP","2015-09-16T11:36:10.000Z","WASHINGTON","DC",38.857019,-76.993225,400588.05,132134.07,"20020",311121,475340,409095,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2014
225042,"111405740","2014-04-01T00:00:00.000Z","B1405740","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2732 SHERIDAN RD SE","REVISION TO PERMIT B1309226 TO REMOVE STANDPIPE . THE STANDPIPE IS NOT REQUIRED SINCE THERE IS NO COMMON STAIR THAT LEADS TO THE LOWER LEVEL.  THE STAIR THAT CONNECTS THE LOWER LEVEL TO THE COURT BELONGS TO A UNIT. THE MAIN ENTRANCE TO THE BUILDING IS LOCATED ON THE UPPER SIDE WHERE THE FIRE DEPARTMENT VEHICLE ACCESS IS LOCATED AND THE FLOOR LEVEL OF THE HIGHEST STORY IS LESS THAN 30’ FROM THAT LEVEL.","5872    0993",NA,"SHERIDAN STATION SOUTH LP; SARRA MOHAMED  WILLIAM C SMTH","10.00 (AREFEEMAN);100.00 (REVISION)","110","SHERIDAN STATION SOUTH LP","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.856113,-76.992843,400621.22,132033.57,"20020",311147,475312,409089,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2014
